1400 , -1.34356 , 126.0
1440 , -0.255531 , 54.0
1480 , 0.0 , -342.0
1520 , 0.239744 , 0.0
1560 , 3.72256 , -72.0
1600 , 0.0 , 162.0
1640 , 0.552873 , 90.0
1680 , 3.64589 , -36.0
1720 , 0.183355 , -108.0
1760 , 0.0 , 144.0
1800 , 0.0 , 126.0
1840 , 0.0 , 72.0
1880 , -2.38951 , -342.0
1920 , -0.0970747 , -342.0
1960 , -1.21205 , -90.0
2000 , 7.34355 , -198.0
2040 , 1.43812 , 36.0
2080 , 0.0 , -36.0
2120 , -1.70553 , 216.0
2160 , 0.0 , -18.0
2200 , 0.0 , -90.0
